"","Abdomen","Audio.Volume.dB","ECG","Flow","Heart.Rate","Left.Leg","PosAngle","Pulse","Saturation","Thermistor","Thorax","X.Axis","Y.Axis","Z.Axis","Acceleration..X.","Acceleration..Y.","Acceleration..Z.","Impedance","Stimulation","Position","Phasic.Amplitude","original_time","stim_numeric","parsed_time","time_only","corrected_stim","stim_binary"
"2167","-0.0001","59.4356","-0.0002","0.0409","72.4327","-0.0005","-80.506","73.0074","90.9712","0.0294","-0.0001","-1.0049","-0.168","0.1525","-7.8592","-4.9166","3.7101","7.9619","126.5946","0","0.45","9:55:49 PM",126.5946,2025-05-29 21:55:49,21:55:49,126.5946,1
"2168","0.0001","57.8957","-0.0004","0.2139","72.7374","-0.0004","-80.3406","73.0364","91.0291","0.0296","-0.0001","-1.0045","-0.1709","0.1532","-7.8018","-4.9214","3.8188","8.1295","444.9478","0","0.45","9:55:50 PM",444.9478,2025-05-29 21:55:50,21:55:50,444.9478,1
"2169","0","57.1821","-0.0003","-0.2079","71.2688","-0.0004","-79.9686","72.9908","90.9311","0.0297","-0.0001","-1.0035","-0.1776","0.1539","-7.7656","-4.9144","3.931","8.0671","246.2836","0","0.45","9:55:51 PM",246.2836,2025-05-29 21:55:51,21:55:51,246.2836,1
"2170","0","57.6939","-0.0003","-0.0448","70.2925","-0.0004","-79.5115","73.053","91.1071","0.0297","-0.0001","-1.0012","-0.1853","0.1552","-7.7159","-4.9188","4.0253","8.0358","0","0","0.45","9:55:52 PM",0,2025-05-29 21:55:52,21:55:52,0,0
"2171","0","58.3774","-0.0002","-0.018","69.3524","-0.0004","-79.3447","72.9244","92.0942","0.0297","-0.0001","-1.0007","-0.1883","0.1556","-7.6697","-4.9173","4.1134","8.0242","20.2053","0","0.45","9:55:53 PM",20.2053,2025-05-29 21:55:53,21:55:53,20.2053,1
"2172","0","58.0309","-0.0002","0.0309","68.9612","-0.0004","-79.1581","71.8515","91.9472","0.0297","-0.0001","-1.0011","-0.1916","0.1569","-7.6404","-4.917","4.1621","8.042","434.1515","0","0.45","9:55:54 PM",434.1515,2025-05-29 21:55:54,21:55:54,434.1515,1
"2173","0","57.6838","-0.0002","0.1486","68.6924","-0.0004","-79.3444","70.8409","92.0474","0.0299","0","-1.0023","-0.1886","0.1546","-7.6759","-4.8951","4.1254","8.1127","363.4052","0","0.45","9:55:55 PM",363.4052,2025-05-29 21:55:55,21:55:55,363.4052,1
"2174","0","56.93","-0.0001","-0.136","67.9235","-0.0004","-79.3308","69.9298","91.9382","0.03","0","-1.0009","-0.1886","0.1506","-7.6581","-4.8968","4.1562","8.0791","0","0","0.45","9:55:56 PM",0,2025-05-29 21:55:56,21:55:56,0,0
"2175","0","57.5754","-0.0001","-0.0309","66.6506","-0.0004","-79.1902","70.0253","92.0764","0.0299","0","-1.0013","-0.1912","0.1543","-7.6202","-4.8998","4.2194","8.0402","0","0","0.45","9:55:57 PM",0,2025-05-29 21:55:57,21:55:57,0,0
"2176","0","57.6378","-0.0001","-0.0116","66.293","-0.0004","-79.0926","69.9547","93.0747","0.0299","0","-1.0006","-0.1928","0.1564","-7.6129","-4.9022","4.2388","8.0198","333.8853","0","0.45","9:55:58 PM",333.8853,2025-05-29 21:55:58,21:55:58,333.8853,1
"2177","0","58.2904","-0.0002","0.0356","66.2982","-0.0004","-79.1699","68.8528","92.9588","0.0299","0","-1.0018","-0.1917","0.1564","-7.6131","-4.909","4.2362","8.0419","436.9883","0","0.45","9:55:59 PM",436.9883,2025-05-29 21:55:59,21:55:59,436.9883,1
"2178","0","57.8658","-0.0002","0.0206","66.2957","-0.0004","-79.3101","67.9729","93.0479","0.03","0","-1.0024","-0.1893","0.1535","-7.6459","-4.8846","4.1871","8.0903","46.8507","0","0.45","9:56:00 PM",46.8507,2025-05-29 21:56:00,21:56:00,46.8507,1
"2179","0","58.0407","-0.0003","-0.0519","65.9302","-0.0004","-79.1715","67.977","92.9744","0.0301","0","-1.002","-0.1916","0.155","-7.6135","-4.8922","4.2423","8.0444","0","0","0.45","9:56:01 PM",0,2025-05-29 21:56:01,21:56:01,0,0
"2180","0","58.6284","-0.0003","-0.0146","65.9345","-0.0004","-79.0407","66.9457","93.0568","0.03","0","-1.0006","-0.1937","0.1564","-7.6007","-4.902","4.2685","8.0196","215.5842","0","0.45","9:56:02 PM",215.5842,2025-05-29 21:56:02,21:56:02,215.5842,1
"2181","0","58.2458","-0.0003","0.0739","66.1897","-0.0004","-79.0898","67.037","93.9972","0.03","0","-1.0029","-0.1933","0.1569","-7.6149","-4.9051","4.248","8.0546","444.9478","0","0.45","9:56:03 PM",444.9478,2025-05-29 21:56:03,21:56:03,444.9478,1
"2182","0","58.3018","-0.0003","0.1473","66.795","-0.0004","-79.3614","66.9353","92.9543","0.0301","0","-1.0015","-0.1881","0.1521","-7.6536","-4.8827","4.1793","8.1073","157.2941","0","0.45","9:56:04 PM",157.2941,2025-05-29 21:56:04,21:56:04,157.2941,1
"2183","0","57.5901","-0.0003","-0.1573","66.9096","-0.0004","-79.2075","66.0056","93.0256","0.0302","0","-1.0013","-0.1908","0.151","-7.6469","-4.8812","4.2002","8.0747","0","0","0.45","9:56:05 PM",0,2025-05-29 21:56:05,21:56:05,0,0
"2184","0","57.569","-0.0003","-0.0377","66.5356","-0.0004","-79.0299","67.0017","93.0011","0.0301","0","-1.0011","-0.194","0.1537","-7.6021","-4.8921","4.2614","8.0333","98.3985","0","0.45","9:56:06 PM",98.3985,2025-05-29 21:56:06,21:56:06,98.3985,1
"2185","0","57.791","-0.0003","0.0105","66.7987","-0.0004","-79.0513","67.0017","93.0011","0.03","0","-0.9997","-0.1934","0.1546","-7.5941","-4.8943","4.2765","8.0294","444.9478","0","0.45","9:56:07 PM",444.9478,2025-05-29 21:56:07,21:56:07,444.9478,1
"2186","0","57.6255","-0.0003","0.2267","67.8244","-0.0004","-79.2588","67.0017","93.0011","0.0301","0","-1.0021","-0.1901","0.1533","-7.6527","-4.8883","4.1963","8.0982","274.4156","0","0.45","9:56:08 PM",274.4156,2025-05-29 21:56:08,21:56:08,274.4156,1
"2187","0.0001","59.0609","-0.0004","0.0087","68.1821","-0.0003","-79.3444","67.0017","93.0011","0.0303","0","-1.0028","-0.1887","0.1466","-7.7003","-4.8631","4.1248","8.1102","0","0","0.45","9:56:09 PM",0,2025-05-29 21:56:09,21:56:09,0,0
"2188","0","58.153","-0.0003","-0.1522","67.7917","-0.0003","-79.0789","67.0017","93.0011","0.0303","0","-1.0029","-0.1935","0.1496","-7.6365","-4.8773","4.2265","8.0431","2.9518","0","0.45","9:56:10 PM",2.9518,2025-05-29 21:56:10,21:56:10,2.9518,1
"2189","0","57.928","-0.0002","-0.0347","67.7943","-0.0003","-78.9916","67.0162","92.0452","0.0302","0","-1.0015","-0.1948","0.1519","-7.6014","-4.8914","4.2727","8.0152","419.9199","0","0.45","9:56:11 PM",419.9199,2025-05-29 21:56:11,21:56:11,419.9199,1
"2190","0","57.6948","-0.0002","0.0566","67.8136","-0.0003","-79.1333","66.9685","91.9739","0.0302","0","-1.0025","-0.1924","0.1517","-7.5995","-4.8903","4.2619","8.0455","394.8511","0","0.45","9:56:12 PM",394.8511,2025-05-29 21:56:12,21:56:12,394.8511,1
"2191","0","57.7098","-0.0003","0.206","68.5699","-0.0003","-79.2864","67.9646","92.0363","0.0303","0","-1.0016","-0.1894","0.1496","-7.6628","-4.8753","4.1798","8.0986","0","0","0.45","9:56:13 PM",0,2025-05-29 21:56:13,21:56:13,0,0
"2192","0","58.1783","-0.0002","-0.1934","68.575","-0.0003","-79.198","68.0185","91.0358","0.0304","0","-1.0026","-0.1912","0.1435","-7.6542","-4.8754","4.1892","8.0725","0","0","0.45","9:56:14 PM",0,2025-05-29 21:56:14,21:56:14,0,0
"2193","0","57.7442","-0.0002","-0.0419","68.3016","-0.0003","-79.0421","67.977","90.9467","0.0302","0","-1.0013","-0.1938","0.1498","-7.6044","-4.892","4.2644","8.024","304.5738","0","0.45","9:56:15 PM",304.5738,2025-05-29 21:56:15,21:56:15,304.5738,1
"2194","0","57.8794","-0.0002","0.0117","68.4486","-0.0003","-78.959","68.0227","91.0714","0.0301","0","-1.0021","-0.1955","0.1519","-7.6038","-4.8897","4.2848","8.0297","442.9625","0","0.45","9:56:16 PM",442.9625,2025-05-29 21:56:16,21:56:16,442.9625,1
"2195","0","57.7189","-0.0002","0.1269","68.9757","-0.0003","-79.1456","67.9791","90.0598","0.0301","0","-1.0018","-0.1921","0.151","-7.6383","-4.8834","4.214","8.0883","70.2899","0","0.45","9:56:17 PM",70.2899,2025-05-29 21:56:17,21:56:17,70.2899,1
"2196","0","57.7559","-0.0002","-0.1078","69.3688","-0.0003","-79.1966","68.031","89.9707","0.0302","0","-1.0019","-0.1911","0.1486","-7.6417","-4.8731","4.2136","8.0725","0","0","0.45","9:56:18 PM",0,2025-05-29 21:56:18,21:56:18,0,0
"2197","0","57.5414","-0.0002","-0.032","69.2271","-0.0003","-78.9964","67.9376","89.9974","0.0301","0","-1.0006","-0.1945","0.15","-7.5877","-4.8907","4.2833","8.0265","187.3881","0","0.45","9:56:19 PM",187.3881,2025-05-29 21:56:19,21:56:19,187.3881,1
"2198","0","58.0558","-0.0001","0.0135","68.9671","-0.0003","-79.0867","68.8818","89.9863","0.03","0","-1.0022","-0.1932","0.1521","-7.5911","-4.8844","4.284","8.0264","444.9478","0","0.45","9:56:20 PM",444.9478,2025-05-29 21:56:20,21:56:20,444.9478,1
"2199","0","57.9512","-0.0001","0.1005","68.6946","-0.0003","-79.1523","69.0541","89.9818","0.0301","0","-1.002","-0.192","0.1511","-7.6344","-4.89","4.216","8.0921","185.426","0","0.45","9:56:21 PM",185.426,2025-05-29 21:56:21,21:56:21,185.426,1
"2200","0","57.8398","-0.0001","-0.0468","68.8484","-0.0003","-79.2209","68.9918","90.0219","0.0302","0","-1.0027","-0.1909","0.1475","-7.6564","-4.8787","4.1915","8.1028","0","0","0.45","9:56:22 PM",0,2025-05-29 21:56:22,21:56:22,0,0
"2201","0","57.7562","-0.0002","-0.0603","67.9103","-0.0003","-79.0025","69.0147","89.9128","0.0302","0","-1.0021","-0.1948","0.1516","-7.6006","-4.8899","4.2733","8.0363","66.9129","0","0.45","9:56:23 PM",66.9129,2025-05-29 21:56:23,21:56:23,66.9129,1
"2202","0","57.7367","-0.0002","-0.0135","67.79","-0.0002","-78.9916","69.0209","90.8798","0.0301","0","-1.0009","-0.1947","0.1524","-7.588","-4.8955","4.3012","8.0208","444.9478","0","0.45","9:56:24 PM",444.9478,2025-05-29 21:56:24,21:56:24,444.9478,1
"2203","0","58.2054","-0.0001","0.06","67.4167","-0.0003","-79.0957","68.9752","91.0714","0.03","0","-1.0013","-0.1929","0.1531","-7.5945","-4.8987","4.2803","8.0464","305.8631","0","0.45","9:56:25 PM",305.8631,2025-05-29 21:56:25,21:56:25,305.8631,1
"2204","0","58.2265","-0.0002","0.1944","67.9326","-0.0003","-79.2376","69.1101","90.9712","0.0301","0","-1.0026","-0.1906","0.1482","-7.6464","-4.8784","4.199","8.0991","0","0","0.45","9:56:26 PM",0,2025-05-29 21:56:26,21:56:26,0,0
"2205","0.0001","58.4529","-0.0002","-0.1432","67.9065","-0.0002","-79.1584","68.168","91.0291","0.0302","0","-1.0021","-0.1919","0.1461","-7.6503","-4.8782","4.1996","8.0853","0","0","0.45","9:56:27 PM",0,2025-05-29 21:56:27,21:56:27,0,0
"2206","0","57.4504","-0.0002","-0.0532","67.2887","-0.0002","-79.0424","67.9314","90.989","0.0301","0","-1.0019","-0.194","0.1479","-7.5958","-4.8823","4.2872","8.0323","393.5633","0","0.45","9:56:28 PM",393.5633,2025-05-29 21:56:28,21:56:28,393.5633,1
"2207","0","57.9911","-0.0002","-0.011","66.4993","-0.0002","-79.0678","68.0393","91.018","0.03","0","-1.001","-0.1933","0.1506","-7.5899","-4.8942","4.2989","8.0206","414.2887","0","0.45","9:56:29 PM",414.2887,2025-05-29 21:56:29,21:56:29,414.2887,1
"2208","0","57.6369","-0.0002","0.1335","67.3458","-0.0002","-79.0795","67.9667","91.0024","0.03","0","-1.0008","-0.1931","0.151","-7.6178","-4.8873","4.2474","8.0758","9.9741","0","0.45","9:56:30 PM",9.9741,2025-05-29 21:56:30,21:56:30,9.9741,1
"2209","0.0001","58.1419","-0.0002","0.0487","68.0646","-0.0002","-79.2909","68.0123","91.0024","0.0302","0","-1.0026","-0.1895","0.1462","-7.6621","-4.8723","4.1809","8.1083","0","0","0.45","9:56:31 PM",0,2025-05-29 21:56:31,21:56:31,0,0
"2210","0","58.4004","-0.0002","-0.133","67.4004","-0.0002","-79.0865","67.9812","91.0202","0.0302","0","-1.0031","-0.1934","0.1478","-7.6134","-4.8739","4.2523","8.0496","276.3777","0","0.45","9:56:32 PM",276.3777,2025-05-29 21:56:32,21:56:32,276.3777,1
"2211","0","57.6829","-0.0001","-0.0222","67.4201","-0.0002","-79.0697","68.0019","90.9868","0.0301","0","-1.0015","-0.1934","0.151","-7.5779","-4.8884","4.3064","8.0206","444.9478","0","0.45","9:56:33 PM",444.9478,2025-05-29 21:56:33,21:56:33,444.9478,1
"2212","0","58.4499","-0.0001","0.0703","67.948","-0.0002","-79.0287","68.0019","91.0447","0.0301","0","-1.0013","-0.1941","0.1503","-7.6005","-4.8924","4.2653","8.0622","96.4365","0","0.45","9:56:34 PM",96.4365,2025-05-29 21:56:34,21:56:34,96.4365,1
"2213","0","59.0624","-0.0001","0.1728","68.4647","-0.0002","-79.1241","68.0019","90.9467","0.0302","0","-1.0012","-0.1924","0.1482","-7.6556","-4.8788","4.1938","8.1093","0","0","0.45","9:56:35 PM",0,2025-05-29 21:56:35,21:56:35,0,0
"2214","0","58.5666","-0.0001","-0.1945","68.6735","-0.0002","-79.2256","68.0019","91.1138","0.0303","0","-1.0021","-0.1907","0.1463","-7.6481","-4.8708","4.2142","8.0828","155.9056","0","0.45","9:56:36 PM",155.9056,2025-05-29 21:56:36,21:56:36,155.9056,1
"2215","0","57.7586","-0.0001","-0.0372","68.4633","-0.0002","-79.0193","68.0019","90.2849","0.0302","0","-1.0012","-0.1943","0.15","-7.5886","-4.8889","4.2946","8.0265","444.9478","0","0.45","9:56:37 PM",444.9478,2025-05-29 21:56:37,21:56:37,444.9478,1
"2216","0","58.1055","-0.0001","0.0085","68.287","-0.0003","-79.0377","68.0019","89.8526","0.0301","0","-1.0014","-0.1939","0.151","-7.5794","-4.8901","4.3039","8.0286","216.873","0","0.45","9:56:38 PM",216.873,2025-05-29 21:56:38,21:56:38,216.873,1
"2217","0","58.1736","-0.0001","0.1271","68.7436","-0.0003","-79.0809","68.0019","90.1066","0.0301","0","-1.0009","-0.193","0.1521","-7.6149","-4.8843","4.2419","8.0878","0","0","0.45","9:56:39 PM",0,2025-05-29 21:56:39,21:56:39,0,0
"2218","0","58.1774","-0.0001","-0.0182","69.363","-0.0002","-79.1626","67.975","89.8058","0.0303","0","-1.0019","-0.1918","0.1478","-7.657","-4.8775","4.1999","8.1014","40.1264","0","0.45","9:56:40 PM",40.1264,2025-05-29 21:56:40,21:56:40,40.1264,1
"2219","0","58.5733","-0.0001","-0.0871","68.4135","-0.0002","-79.1475","68.0414","90.6904","0.0303","0","-1.002","-0.1921","0.1474","-7.6063","-4.8838","4.2709","8.0387","442.4265","0","0.45","9:56:41 PM",442.4265,2025-05-29 21:56:41,21:56:41,442.4265,1
"2220","0","58.426","-0.0001","-0.0069","68.1812","-0.0002","-79.0915","67.9355","91.0937","0.0302","0","-1.0009","-0.1929","0.1516","-7.577","-4.8856","4.3071","8.024","335.2727","0","0.45","9:56:42 PM",335.2727,2025-05-29 21:56:42,21:56:42,335.2727,1
"2221","0","58.2042","-0.0001","0.1044","68.177","-0.0003","-78.9699","68.1119","90.9467","0.0302","0","-1.0006","-0.195","0.153","-7.6069","-4.8913","4.2637","8.0735","0","0","0.45","9:56:43 PM",0,2025-05-29 21:56:43,21:56:43,0,0
"2222","0","57.6152","-0.0001","-0.0174","68.4641","-0.0002","-79.1835","67.7903","91.0492","0.0303","0","-1.0014","-0.1913","0.1487","-7.6359","-4.8784","4.2221","8.098","0","0","0.45","9:56:44 PM",0,2025-05-29 21:56:44,21:56:44,0,0
"2223","0","58.2295","-0.0001","-0.0615","68.0306","-0.0002","-79.1459","68.7677","90.9868","0.0303","0","-1.0021","-0.1921","0.1506","-7.5916","-4.8868","4.293","8.0426","365.3672","0","0.45","9:56:45 PM",365.3672,2025-05-29 21:56:45,21:56:45,365.3672,1
"2224","0","57.9078","-0.0001","-0.0068","67.5301","-0.0002","-79.0695","68.5125","91.0247","0.0302","0","-1.0014","-0.1934","0.1505","-7.5805","-4.8949","4.312","8.0281","427.301","0","0.45","9:56:46 PM",427.301,2025-05-29 21:56:46,21:56:46,427.301,1
"2225","0","58.0816","0","0.0715","67.7995","-0.0003","-79.0391","67.8173","91.0024","0.0301","0","-1.0015","-0.194","0.1518","-7.5938","-4.8936","4.2803","8.0614","25.0937","0","0.45","9:56:47 PM",25.0937,2025-05-29 21:56:47,21:56:47,25.0937,1
"2226","0","57.9955","-0.0001","0.0862","67.8062","-0.0002","-79.1107","68.1099","91.0024","0.0303","0","-1.0013","-0.1926","0.1506","-7.624","-4.8877","4.228","8.1048","0","0","0.45","9:56:48 PM",0,2025-05-29 21:56:48,21:56:48,0,0
"2227","0","57.7708","0","-0.1214","68.189","-0.0002","-79.0787","67.9314","91.0024","0.0303","0","-1.0027","-0.1934","0.1492","-7.6027","-4.885","4.2692","8.06","244.8952","0","0.45","9:56:49 PM",244.8952,2025-05-29 21:56:49,21:56:49,244.8952,1
"2228","0","58.7746","0","-0.014","67.903","-0.0002","-79.0056","68.0725","91.0024","0.0302","0","-1.0014","-0.1945","0.1527","-7.575","-4.8966","4.3135","8.0318","444.9478","0","0.45","9:56:50 PM",444.9478,2025-05-29 21:56:50,21:56:50,444.9478,1
"2229","0","58.081","0.0001","0.0171","67.2768","-0.0003","-79.0814","67.9563","91.0024","0.0301","0","-1.0016","-0.1932","0.1524","-7.5736","-4.8969","4.3148","8.0351","127.8813","0","0.45","9:56:51 PM",127.8813,2025-05-29 21:56:51,21:56:51,127.8813,1
"2230","0","57.4125","0.0001","0.0931","67.2991","-0.0003","-79.0207","68.0538","91.0024","0.0302","0","-1.0028","-0.1946","0.152","-7.6057","-4.8941","4.2566","8.0871","0","0","0.45","9:56:52 PM",0,2025-05-29 21:56:52,21:56:52,0,0
"2231","0","58.0944","0.0002","-0.0359","67.6911","-0.0003","-79.1213","67.9418","91.0291","0.0303","0","-1.0015","-0.1925","0.1491","-7.6287","-4.8827","4.2283","8.1097","126.5946","0","0.45","9:56:53 PM",126.5946,2025-05-29 21:56:53,21:56:53,126.5946,1
"2232","0","58.2357","0.0003","-0.0538","67.5793","-0.0003","-79.0904","68.1472","90.9823","0.0303","0","-1.0014","-0.193","0.1496","-7.5742","-4.8923","4.3065","8.0502","444.9478","0","0.45","9:56:54 PM",444.9478,2025-05-29 21:56:54,21:56:54,444.9478,1
"2233","0","58.4119","0.0003","-0.0087","67.0171","-0.0003","-78.99","67.5018","91.0514","0.0302","0","-1.0014","-0.1948","0.152","-7.5635","-4.9015","4.3247","8.0411","246.2852","0","0.45","9:56:55 PM",246.2852,2025-05-29 21:56:55,21:56:55,246.2852,1
"2234","0","58.4638","0.0003","0.0565","66.6746","-0.0003","-78.9677","66.8543","90.94","0.0301","0","-1.0012","-0.1952","0.1532","-7.5783","-4.9037","4.3039","8.0589","0","0","0.45","9:56:56 PM",0,2025-05-29 21:56:56,21:56:56,0,0
"2235","0","58.0909","0.0002","0.1052","67.4297","-0.0003","-79.0951","67.0619","91.1383","0.0302","0","-1.002","-0.193","0.1516","-7.6101","-4.8882","4.2453","8.1011","20.2053","0","0.45","9:56:57 PM",20.2053,2025-05-29 21:56:57,21:56:57,20.2053,1
"2236","0","57.5368","0.0002","-0.1104","67.2785","-0.0003","-79.2546","66.9477","90.5567","0.0303","0","-1.0027","-0.1903","0.1496","-7.6109","-4.8813","4.2534","8.0826","434.1515","0","0.45","9:56:58 PM",434.1515,2025-05-29 21:56:58,21:56:58,434.1515,1
"2237","0","57.794","0.0002","-0.0306","66.9087","-0.0003","-78.9763","67.0183","89.8504","0.0302","0","-1.001","-0.1949","0.1529","-7.573","-4.8921","4.3136","8.0417","363.4052","0","0.45","9:56:59 PM",363.4052,2025-05-29 21:56:59,21:56:59,363.4052,1
"2238","0","57.9694","0.0002","0.0113","66.3987","-0.0003","-78.9239","66.9726","90.0598","0.0301","0","-1.002","-0.1962","0.1529","-7.5692","-4.9015","4.3214","8.0431","0","0","0.45","9:57:00 PM",0,2025-05-29 21:57:00,21:57:00,0,0
"2239","0","57.7826","0.0002","0.1196","66.816","-0.0003","-79.0446","67.0017","90.0175","0.0302","0","-1.0018","-0.1939","0.153","-7.6028","-4.8933","4.2678","8.0838","0","0","0.45","9:57:01 PM",0,2025-05-29 21:57:01,21:57:01,0,0
"2240","0.0001","57.3331","0.0001","-0.0063","67.0462","-0.0003","-79.1593","67.0017","89.9974","0.0302","0","-1.0011","-0.1917","0.1469","-7.6236","-4.8768","4.2251","8.1099","333.8848","0","0.45","9:57:02 PM",333.8848,2025-05-29 21:57:02,21:57:02,333.8848,1
"2241","0","57.6454","0.0002","-0.0968","67.0325","-0.0003","-79.0483","67.0017","89.9863","0.0302","0","-1.0024","-0.1939","0.1496","-7.5803","-4.8878","4.3031","8.049","436.9883","0","0.45","9:57:03 PM",436.9883,2025-05-29 21:57:03,21:57:03,436.9883,1
"2242","0","57.7711","0.0002","-0.0125","66.649","-0.0003","-78.9716","67.0017","90.0487","0.0301","0","-1.0015","-0.1952","0.1538","-7.5641","-4.902","4.3225","8.0436","46.8513","0","0.45","9:57:04 PM",46.8513,2025-05-29 21:57:04,21:57:04,46.8513,1
"2243","0","57.8289","0.0002","0.0888","66.701","-0.0003","-79.07","67.0017","89.9462","0.03","0","-1.0015","-0.1935","0.1524","-7.5805","-4.8991","4.2945","8.0722","0","0","0.45","9:57:05 PM",0,2025-05-29 21:57:05,21:57:05,0,0
"2244","0","57.9285","0.0002","0.0821","67.8271","-0.0003","-79.1779","67.0017","90.1178","0.0301","0","-1.0019","-0.1916","0.1488","-7.6248","-4.8859","4.2275","8.1119","215.5831","0","0.45","9:57:06 PM",215.5831,2025-05-29 21:57:06,21:57:06,215.5831,1
"2245","0","58.2808","0.0003","-0.1454","67.6525","-0.0003","-79.1473","67.0017","89.6743","0.0301","0","-1.0023","-0.1922","0.1496","-7.5846","-4.8837","4.2938","8.0658","444.9478","0","0.45","9:57:07 PM",444.9478,2025-05-29 21:57:07,21:57:07,444.9478,1
"2246","0","58.3128","0.0003","-0.0204","67.41","-0.0003","-78.9925","67.0017","88.8543","0.03","0","-1.0016","-0.1948","0.1534","-7.5568","-4.9034","4.3273","8.0456","157.2946","0","0.45","9:57:08 PM",157.2946,2025-05-29 21:57:08,21:57:08,157.2946,1
"2247","0","58.5823","0.0003","0.0418","67.6904","-0.0003","-79.0159","67.0017","89.0549","0.03","0","-1.0024","-0.1945","0.1524","-7.5701","-4.9021","4.3124","8.0557","0","0","0.45","9:57:09 PM",0,2025-05-29 21:57:09,21:57:09,0,0
"2248","0","58.4228","0.0003","0.0394","67.808","-0.0003","-79.0625","67.0017","88.9323","0.0301","0","-1.002","-0.1937","0.1512","-7.6015","-4.8881","4.261","8.0911","98.3985","0","0.45","9:57:10 PM",98.3985,2025-05-29 21:57:10,21:57:10,98.3985,1
"2249","0","58.6476","0.0002","-0.0689","67.525","-0.0003","-79.0042","67.0017","89.0281","0.0301","0","-1.0014","-0.1946","0.1505","-7.5775","-4.8932","4.3122","8.0638","444.9478","0","0.45","9:57:11 PM",444.9478,2025-05-29 21:57:11,21:57:11,444.9478,1
"2250","0","57.5925","0.0002","-0.0067","67.3972","-0.0003","-78.9649","67.0017","88.9345","0.03","0","-1.002","-0.1954","0.154","-7.5595","-4.9029","4.3363","8.048","274.4151","0","0.45","9:57:12 PM",274.4151,2025-05-29 21:57:12,21:57:12,274.4151,1
"2251","0","58.467","0.0003","0.0802","67.0332","-0.0003","-78.9537","67.0017","89.0437","0.03","0","-1.0018","-0.1955","0.1528","-7.5797","-4.899","4.3045","8.0699","0","0","0.45","9:57:13 PM",0,2025-05-29 21:57:13,21:57:13,0,0
"2252","0","58.4022","0.0002","0.0844","67.3272","-0.0003","-79.1361","67.0017","88.8967","0.0301","0","-1.0024","-0.1924","0.1504","-7.6131","-4.8886","4.2437","8.0979","2.9545","0","0.45","9:57:14 PM",2.9545,2025-05-29 21:57:14,21:57:14,2.9545,1
"2253","0","57.8313","0.0003","-0.1323","67.5031","-0.0003","-79.0943","67.0017","89.2354","0.0302","0","-1.0024","-0.1931","0.1497","-7.5822","-4.8932","4.2985","8.0681","419.9199","0","0.45","9:57:15 PM",419.9199,2025-05-29 21:57:15,21:57:15,419.9199,1
"2254","0","57.9826","0.0005","-0.0192","66.9036","-0.0003","-78.9981","67.0017","90.1133","0.03","0","-1.0024","-0.1948","0.1526","-7.5568","-4.9022","4.3299","8.0444","394.85","0","0.45","9:57:16 PM",394.85,2025-05-29 21:57:16,21:57:16,394.85,1
"2255","0","57.3314","0.0003","0.0413","66.6516","-0.0003","-78.9983","67.0017","89.9863","0.03","0","-1.002","-0.1947","0.1544","-7.5642","-4.9","4.3348","8.049","0","0","0.45","9:57:17 PM",0,2025-05-29 21:57:17,21:57:17,0,0
"2256","0","57.8837","0.0003","0.1122","67.2082","-0.0003","-79.0485","67.0017","90.0019","0.0301","0","-1.0013","-0.1938","0.1507","-7.6028","-4.8918","4.2516","8.0982","0","0","0.45","9:57:18 PM",0,2025-05-29 21:57:18,21:57:18,0,0
"2257","0","58.0899","0.0003","-0.1049","67.6761","-0.0003","-79.0697","67.0017","90.0754","0.0303","0","-1.0023","-0.1935","0.1482","-7.6072","-4.8852","4.2557","8.0915","304.5732","0","0.45","9:57:19 PM",304.5732,2025-05-29 21:57:19,21:57:19,304.5732,1
"2258","0","58.1782","0.0003","-0.0375","67.0187","-0.0003","-79.0831","67.0017","89.8504","0.0303","0","-1.0021","-0.1933","0.1523","-7.5637","-4.9015","4.3315","8.0468","442.9625","0","0.45","9:57:20 PM",442.9625,2025-05-29 21:57:20,21:57:20,442.9625,1
"2259","0","58.6598","0.0003","-0.0028","67.0384","-0.0003","-78.9512","67.0017","88.8922","0.0302","0","-1.0017","-0.1956","0.1528","-7.554","-4.9093","4.3385","8.0411","70.2899","0","0.45","9:57:21 PM",70.2899,2025-05-29 21:57:21,21:57:21,70.2899,1
"2260","0","58.2433","0.0003","0.0738","67.3313","-0.0003","-78.9194","67.0017","89.0393","0.0302","0","-1.0022","-0.1963","0.1535","-7.5815","-4.898","4.3089","8.0713","0","0","0.45","9:57:22 PM",0,2025-05-29 21:57:22,21:57:22,0,0
"2261","0","58.2829","0.0003","0.056","67.9378","-0.0003","-79.1436","67.0017","88.9657","0.0303","0","-1.0013","-0.192","0.1504","-7.6081","-4.8865","4.2458","8.1072","187.3902","0","0.45","9:57:23 PM",187.3902,2025-05-29 21:57:23,21:57:23,187.3902,1
"2262","0","57.7751","0.0003","-0.1003","67.896","-0.0003","-79.019","67.0017","89.0081","0.0303","0","-1.0015","-0.1943","0.1513","-7.5749","-4.8909","4.3074","8.0636","444.9478","0","0.45","9:57:24 PM",444.9478,2025-05-29 21:57:24,21:57:24,444.9478,1
"2263","0","57.8529","0.0004","-0.0183","67.1433","-0.0003","-79.06","67.0017","88.9858","0.0302","0","-1.0016","-0.1937","0.1526","-7.5555","-4.8996","4.3377","8.0456","185.4255","0","0.45","9:57:25 PM",185.4255,2025-05-29 21:57:25,21:57:25,185.4255,1
