"","Abdomen","Audio.Volume.dB","ECG","Flow","Heart.Rate","Left.Leg","PosAngle","Pulse","Saturation","Thermistor","Thorax","X.Axis","Y.Axis","Z.Axis","Acceleration..X.","Acceleration..Y.","Acceleration..Z.","Impedance","Stimulation","Position","Phasic.Amplitude","original_time","stim_numeric","parsed_time","time_only","corrected_stim","stim_binary"
"1","0","57.0451","0.0038","-0.0364","65.147","0.0002","13.0395","64.997","90.9957","0.0343","0","0.2183","-0.9427","-0.2072","-1.8849","1.9083","9.6909","7.6406","312.854","0","0","9:17:56 PM",312.854,2025-05-29 21:17:56,21:17:56,0,0
"2","0","57.3543","0.0037","0.1454","66.1003","0.0003","13.3593","64.9877","91.038","0.0342","0","0.2238","-0.9424","-0.2081","-1.8833","1.92","9.7044","7.6505","312.5715","0","0","9:17:58 PM",312.5715,2025-05-29 21:17:58,21:17:58,0,0
"3","0.0001","58.0027","0.0038","0.0998","66.299","0.0003","13.107","65.0084","90.7094","0.0349","0","0.2201","-0.9454","-0.2002","-1.8434","1.9166","9.7001","7.702","312.291","0","0","9:17:58 PM",312.291,2025-05-29 21:17:58,21:17:58,0,0
"4","0","58.0088","0.0038","-0.1838","66.5445","0.0002","13.1446","64.9586","90.0877","0.035","0","0.2202","-0.9429","-0.2053","-1.898","1.9312","9.6927","7.6571","312.0095","0","0","9:17:59 PM",312.0095,2025-05-29 21:17:59,21:17:59,0,0
"5","0","57.0002","0.0038","-0.0411","66.3536","0.0003","13.1828","65.2855","89.9863","0.0345","0","0.2209","-0.9432","-0.2101","-1.8573","1.9162","9.7068","7.6596","311.727","0","0","9:18:01 PM",311.727,2025-05-29 21:18:01,21:18:01,0,0
"6","0","57.6066","0.0038","0.1434","66.7781","0.0003","13.4132","65.9143","89.9974","0.0344","0","0.2246","-0.9416","-0.2091","-1.8176","1.9102","9.7084","7.6772","311.4439","0","0","9:18:01 PM",311.4439,2025-05-29 21:18:01,21:18:01,0,0
"7","0.0001","57.708","0.0038","0.0005","67.2344","0.0003","13.3261","66.016","90.0264","0.0351","0","0.2234","-0.9435","-0.2034","-1.8324","1.9227","9.6971","7.6968","311.1613","0","0","9:18:02 PM",311.1613,2025-05-29 21:18:02,21:18:02,0,0
"8","0","58.351","0.0038","-0.1187","67.0394","0.0003","13.2715","66.0087","89.7245","0.0351","0","0.2222","-0.9424","-0.2074","-1.8723","1.9278","9.6959","7.6618","310.8809","0","0","9:18:04 PM",310.8809,2025-05-29 21:18:04,21:18:04,0,0
"9","0","57.1571","0.0037","-0.0307","66.8583","0.0003","13.3209","65.9724","89.0905","0.0347","0","0.223","-0.9421","-0.2115","-1.8553","1.8913","9.7118","7.6541","310.5994","0","0","9:18:04 PM",310.5994,2025-05-29 21:18:04,21:18:04,0,0
"10","0","56.2308","0.0038","0.0415","67.0269","0.0003","13.3738","66.2702","88.9524","0.0345","0","0.224","-0.9418","-0.2096","-1.854","1.8699","9.7176","7.6505","310.3168","0","0","9:18:05 PM",310.3168,2025-05-29 21:18:05,21:18:05,0,0
"11","0.0001","57.5452","0.0037","0.0597","67.4203","0.0003","13.4118","66.9093","88.9969","0.035","0","0.2248","-0.9428","-0.2067","-1.8305","1.8817","9.7042","7.6875","310.0337","0","0","9:18:07 PM",310.0337,2025-05-29 21:18:07,21:18:07,0,0
"12","0","57.2706","0.0038","-0.0902","67.1057","0.0003","13.4689","67.0318","88.9669","0.0351","0","0.2254","-0.9411","-0.2114","-1.8829","1.872","9.7131","7.6517","309.7511","0","0","9:18:08 PM",309.7511,2025-05-29 21:18:08,21:18:08,0,0
"13","0","56.5118","0.0038","-0.0265","66.5468","0.0003","13.4176","66.9975","88.998","0.0348","0","0.2242","-0.9397","-0.2118","-1.8499","1.8641","9.7174","7.6766","309.4707","0","0","9:18:08 PM",309.4707,2025-05-29 21:18:08,21:18:08,0,0
"14","0","56.7812","0.0038","-0.0115","66.9788","0.0003","13.4723","67.0173","88.9279","0.0346","0","0.2251","-0.9401","-0.2108","-1.8485","1.8778","9.7108","7.6675","309.1892","0","0","9:18:09 PM",309.1892,2025-05-29 21:18:09,21:18:09,0,0
"15","0","57.2873","0.0038","-0.0169","66.6679","0.0003","13.4681","67.0058","89.2298","0.0345","0","0.2252","-0.9403","-0.2151","-1.8655","1.8822","9.7102","7.6574","308.9066","0","0","9:18:11 PM",308.9066,2025-05-29 21:18:11,21:18:11,0,0
"16","-0.0001","57.327","0.0037","-0.0048","66.483","0.0003","13.3448","67.0141","89.8582","0.0342","0","0.2231","-0.9406","-0.2157","-1.8717","1.8706","9.7068","7.6586","308.6235","0","0","9:18:12 PM",308.6235,2025-05-29 21:18:12,21:18:12,0,0
"17","0","57.4656","0.0037","0.0035","66.483","0.0003","13.262","67.0017","90.0275","0.034","0","0.222","-0.9421","-0.2164","-1.8855","1.8877","9.709","7.6446","308.341","0","0","9:18:12 PM",308.341,2025-05-29 21:18:12,21:18:12,0,0
"18","0","57.1727","0.0038","0.0588","66.854","0.0003","13.3354","67.0152","89.9473","0.0342","0","0.223","-0.9408","-0.2132","-1.8792","1.9063","9.6926","7.6416","308.061","0","0","9:18:13 PM",308.061,2025-05-29 21:18:13,21:18:13,0,0
"19","0","56.5571","0.0037","-0.0316","66.1218","0.0003","13.2338","67.0058","90.2169","0.0346","0","0.2213","-0.9408","-0.2173","-1.9076","1.9289","9.6894","7.6296","307.779","0","0","9:18:15 PM",307.779,2025-05-29 21:18:15,21:18:15,0,0
"20","0","57.1452","0.0037","-0.0113","66.2362","0.0003","13.2835","67.0183","90.8631","0.0344","0","0.2216","-0.9392","-0.2181","-1.8881","1.9257","9.6991","7.6663","307.4964","0","0","9:18:15 PM",307.4964,2025-05-29 21:18:15,21:18:15,0,0
"21","0","57.5819","0.0037","0.0046","66.2982","0.0003","13.1934","66.9965","91.0291","0.0342","0","0.2203","-0.9398","-0.2184","-1.8981","1.9791","9.676","7.6427","307.2133","0","0","9:18:17 PM",307.2133,2025-05-29 21:18:17,21:18:17,0,0
"22","0","57.1662","0.0037","0.173","66.6665","0.0003","13.0969","67.0297","91.1695","0.0343","0","0.2192","-0.9423","-0.2146","-1.8844","1.9711","9.6904","7.6414","306.9308","0","0","9:18:17 PM",306.9308,2025-05-29 21:18:17,21:18:17,0,0
"23","0.0001","57.9073","0.0037","-0.1004","66.9788","0.0003","12.9982","66.4611","91.4937","0.0349","0","0.2175","-0.9426","-0.2152","-1.9172","1.9654","9.6745","7.6327","306.6509","0","0","9:18:18 PM",306.6509,2025-05-29 21:18:18,21:18:18,0,0
"24","0","57.2395","0.0036","-0.0346","66.6679","0.0003","13.1295","65.962","91.1918","0.0346","0","0.2195","-0.9408","-0.2168","-1.8946","1.9666","9.6798","7.6638","306.3688","0","0","9:18:20 PM",306.3688,2025-05-29 21:18:20,21:18:20,0,0
"25","0","56.9692","0.0036","-0.0148","66.6679","0.0003","13.197","65.9651","90.9912","0.0344","0","0.2202","-0.939","-0.2185","-1.8954","1.9879","9.6804","7.6628","306.0863","0","0","9:18:20 PM",306.0863,2025-05-29 21:18:20,21:18:20,0,0
"26","0","58.7377","0.0036","0.1466","66.854","0.0003","13.1541","66.1342","91.018","0.0344","0","0.2203","-0.9432","-0.2159","-1.8567","1.9991","9.6858","7.6517","305.8032","0","0","9:18:21 PM",305.8032,2025-05-29 21:18:21,21:18:21,0,0
"27","0.0001","58.0141","0.0036","-0.0239","67.2276","0.0003","13.1251","66.7921","91.0414","0.0351","0","0.2196","-0.942","-0.2124","-1.8727","1.9805","9.68","7.6673","305.5206","0","0","9:18:23 PM",305.5206,2025-05-29 21:18:23,21:18:23,0,0
"28","0","57.3534","0.0035","-0.0794","66.7949","0.0002","13.1206","67.0318","90.8631","0.0348","0","0.2197","-0.9426","-0.2156","-1.8965","1.9857","9.6784","7.6406","305.2407","0","0","9:18:23 PM",305.2407,2025-05-29 21:18:23,21:18:23,0,0
"29","0","57.2453","0.0034","-0.0236","66.6679","0.0003","13.1677","66.9965","90.1879","0.0344","0","0.2202","-0.9413","-0.2163","-1.8814","1.9748","9.6898","7.6616","304.9586","0","0","9:18:24 PM",304.9586,2025-05-29 21:18:24,21:18:24,0,0
"30","0","57.7851","0.0035","0.1461","66.9769","0.0003","13.1262","67.0193","89.9896","0.0342","0","0.22","-0.9434","-0.2126","-1.8882","1.9424","9.6963","7.6561","304.6761","0","0","9:18:26 PM",304.6761,2025-05-29 21:18:26,21:18:26,0,0
"31","0.0001","58.8807","0.0035","0.0146","67.2281","0.0003","12.9683","67.0058","89.8771","0.0348","0","0.217","-0.9423","-0.2087","-1.8585","1.9673","9.6867","7.684","304.393","0","0","9:18:27 PM",304.393,2025-05-29 21:18:27,21:18:27,0,0
"32","0","57.8316","0.0035","-0.1276","66.6069","0.0003","13.064","67.0141","89.2153","0.0348","0","0.2189","-0.9431","-0.214","-1.9453","1.9603","9.6816","7.6261","304.1104","0","0","9:18:27 PM",304.1104,2025-05-29 21:18:27,21:18:27,0,0
"33","0","56.5947","0.0035","-0.0265","66.3592","0.0003","13.0166","67.0141","88.949","0.0344","0","0.2173","-0.9403","-0.216","-1.9124","1.9655","9.6849","7.6337","303.8305","0","0","9:18:28 PM",303.8305,2025-05-29 21:18:28,21:18:28,0,0
"34","0","57.1668","0.0035","0.0337","66.6679","0.0003","12.958","67.0058","88.978","0.0342","0","0.217","-0.9432","-0.2132","-1.9029","1.9596","9.6862","7.6404","303.5485","0","0","9:18:30 PM",303.5485,2025-05-29 21:18:30,21:18:30,0,0
"35","0.0001","57.9057","0.0035","0.193","66.8779","0.0003","13.0947","67.0162","88.978","0.0345","0","0.2193","-0.9428","-0.2087","-1.8665","1.9504","9.6944","7.6761","303.2659","0","0","9:18:31 PM",303.2659,2025-05-29 21:18:31,21:18:31,0,0
"36","0","58.0177","0.0035","-0.1735","66.6692","0.0002","13.1056","66.9996","88.9802","0.0348","0","0.2195","-0.9431","-0.2107","-1.8925","1.9645","9.6823","7.6668","302.9828","0","0","9:18:31 PM",302.9828,2025-05-29 21:18:31,21:18:31,0,0
"37","0","58.3965","0.0034","-0.0435","65.9956","0.0003","13.3699","67.0349","88.988","0.0343","0","0.223","-0.9381","-0.2141","-1.8602","1.9372","9.7013","7.6863","302.7002","0","0","9:18:32 PM",302.7002,2025-05-29 21:18:32,21:18:32,0,0
"38","0","57.5478","0.0034","0.0053","65.9337","0.0003","13.3652","66.8969","88.9646","0.0341","0","0.2235","-0.9407","-0.2131","-1.8656","1.9268","9.6988","7.6754","302.4203","0","0","9:18:34 PM",302.4203,2025-05-29 21:18:34,21:18:34,0,0
"39","0","58.2817","0.0035","0.1091","66.2362","0.0003","13.1769","66.2691","89.0749","0.0343","0","0.2206","-0.9424","-0.2116","-1.8733","1.9277","9.6919","7.674","302.1383","0","0","9:18:34 PM",302.1383,2025-05-29 21:18:34,21:18:34,0,0
"40","0","57.5207","0.0034","-0.1025","65.6952","0.0003","13.2511","65.9589","89.6933","0.0345","0","0.2217","-0.9413","-0.2138","-1.8754","1.9579","9.6962","7.6663","301.8557","0","0","9:18:36 PM",301.8557,2025-05-29 21:18:36,21:18:36,0,0
"41","0","58.5561","0.0034","-0.024","65.4552","0.0003","13.3688","66.0056","90.0386","0.0342","0","0.2237","-0.9411","-0.2168","-1.8365","1.9541","9.6969","7.7064","301.5726","0","0","9:18:36 PM",301.5726,2025-05-29 21:18:36,21:18:36,0,0
"42","0","57.0133","0.0034","-0.0126","64.8659","0.0003","13.2796","65.9859","89.9829","0.034","0","0.2222","-0.9417","-0.2173","-1.8602","1.9443","9.7064","7.6823","301.2885","0","0","9:18:37 PM",301.2885,2025-05-29 21:18:37,21:18:37,0,0
"43","0","58.272","0.0034","0.0881","65.0421","0.0003","13.1786","65.9973","90.0175","0.0338","0","0.2204","-0.9416","-0.213","-1.8824","1.9587","9.6909","7.6542","300.9964","0","0","9:18:39 PM",300.9964,2025-05-29 21:18:39,21:18:39,0,0
"44","0.0001","57.5502","0.0035","0.0805","66.1159","0.0003","13.2274","65.99","89.9796","0.0343","0","0.2216","-0.9426","-0.208","-1.8773","1.9365","9.6903","7.6732","300.7138","0","0","9:18:39 PM",300.7138,2025-05-29 21:18:39,21:18:39,0,0
"45","0","57.6158","0.0035","-0.107","65.9349","0.0003","13.2085","66.0014","90.0732","0.0344","0","0.2211","-0.9421","-0.2134","-1.9089","1.9427","9.689","7.665","300.4312","0","0","9:18:40 PM",300.4312,2025-05-29 21:18:40,21:18:40,0,0
"46","0","57.0231","0.0034","-0.0278","65.5717","0.0003","13.2486","66.0014","90.6704","0.0341","0","0.2216","-0.9414","-0.2146","-1.8842","1.9251","9.6922","7.6875","300.1487","0","0","9:18:42 PM",300.1487,2025-05-29 21:18:42,21:18:42,0,0
"47","-0.0001","56.8241","0.0033","-0.0141","65.5717","0.0003","13.2336","66.0014","91.038","0.0339","0","0.2212","-0.9406","-0.2188","-1.8484","1.9777","9.687","7.7224","299.8656","0","0","9:18:42 PM",299.8656,2025-05-29 21:18:42,21:18:42,0,0
"48","0","57.4708","0.0034","0.0114","66.1747","0.0003","13.3842","66.0014","91.0057","0.0338","0","0.224","-0.9417","-0.2143","-1.863","1.9805","9.6914","7.6674","299.5862","0","0","9:18:43 PM",299.5862,2025-05-29 21:18:43,21:18:43,0,0
"49","0","57.9893","0.0035","0.0229","66.2982","0.0003","13.4756","66.0014","91.0191","0.0339","0","0.2257","-0.9421","-0.2101","-1.8465","1.9428","9.6952","7.6737","299.3036","0","0","9:18:45 PM",299.3036,2025-05-29 21:18:45,21:18:45,0,0
"50","0","57.2837","0.0035","-0.0354","66.2978","0.0003","13.361","65.9931","91.0113","0.0341","0","0.2231","-0.9394","-0.2158","-1.8805","1.952","9.6958","7.6462","299.0211","0","0","9:18:46 PM",299.0211,2025-05-29 21:18:46,21:18:46,0,0
"51","0","56.9184","0.0034","-0.0126","66.2964","0.0003","13.1884","65.9973","91.0079","0.0338","0","0.2206","-0.9412","-0.2164","-1.8916","1.9388","9.6936","7.6495","298.7385","0","0","9:18:46 PM",298.7385,2025-05-29 21:18:46,21:18:46,0,0
"52","0","57.7851","0.0035","-0.0034","66.4297","0.0003","13.3108","65.9911","91.0213","0.0335","0","0.2223","-0.9393","-0.2174","-1.8706","1.9723","9.6981","7.6519","298.4554","0","0","9:18:47 PM",298.4554,2025-05-29 21:18:47,21:18:47,0,0
"53","0","58.5687","0.0035","0.1025","67.1095","0.0003","13.1987","65.9983","90.9756","0.0334","0","0.2214","-0.9439","-0.2111","-1.8803","1.97","9.6907","7.6527","298.176","0","0","9:18:49 PM",298.176,2025-05-29 21:18:49,21:18:49,0,0
"54","0","57.0639","0.0035","-0.0257","67.2234","0.0003","13.308","65.9859","90.3963","0.034","0","0.2229","-0.9423","-0.2107","-1.8773","1.9518","9.6997","7.6685","297.8935","0","0","9:18:50 PM",297.8935,2025-05-29 21:18:50,21:18:50,0,0
"55","0","56.6847","0.0035","-0.0342","67.0411","0.0003","13.3153","66.0336","89.9729","0.034","0","0.2227","-0.9408","-0.2144","-1.8751","1.9798","9.6873","7.6725","297.6109","0","0","9:18:50 PM",297.6109,2025-05-29 21:18:50,21:18:50,0,0
"56","0","56.8998","0.0035","-0.0159","66.8467","0.0003","13.2893","66.6043","90.0097","0.0337","0","0.2222","-0.9408","-0.2176","-1.878","1.983","9.686","7.6673","297.3283","0","0","9:18:51 PM",297.3283,2025-05-29 21:18:51,21:18:51,0,0
"57","0","57.0927","0.0034","-0.0007","66.9817","0.0003","13.2603","67.0287","89.9941","0.0334","0","0.2219","-0.9414","-0.2154","-1.8691","1.9854","9.6897","7.6588","297.0452","0","0","9:18:53 PM",297.0452,2025-05-29 21:18:53,21:18:53,0,0
"58","0","56.9612","0.0034","0.1729","67.0415","0.0003","13.2352","66.9934","90.0041","0.0336","0","0.2217","-0.9426","-0.2099","-1.8667","1.9634","9.6908","7.6687","296.7658","0","0","9:18:53 PM",296.7658,2025-05-29 21:18:53,21:18:53,0,0
"59","0.0001","57.9154","0.0034","-0.0421","67.225","0.0003","13.2472","67.0069","89.9963","0.0342","0","0.2219","-0.9428","-0.2082","-1.8594","1.9521","9.6945","7.6784","296.4833","0","0","9:18:55 PM",296.4833,2025-05-29 21:18:55,21:18:55,0,0
"60","0","57.5398","0.0034","-0.0731","66.7306","0.0003","13.1951","67.0027","90.0153","0.034","0","0.2207","-0.9413","-0.2157","-1.8854","1.9705","9.6909","7.6638","296.2007","0","0","9:18:55 PM",296.2007,2025-05-29 21:18:55,21:18:55,0,0
"61","0","56.2034","0.0033","-0.0263","67.0394","0.0003","13.0961","67.0017","89.9818","0.0337","0","0.2189","-0.9411","-0.2164","-1.8894","1.994","9.6843","7.6764","295.9181","0","0","9:18:56 PM",295.9181,2025-05-29 21:18:56,21:18:56,0,0
"62","0","56.818","0.0033","0.0547","67.1743","0.0003","13.1491","66.9996","89.4348","0.0335","0","0.2203","-0.943","-0.2115","-1.8887","1.9927","9.6751","7.6549","295.635","0","0","9:18:58 PM",295.635,2025-05-29 21:18:58,21:18:58,0,0
"63","0.0001","58.582","0.0034","0.1259","67.7995","0.0003","13.0648","66.9996","88.978","0.0338","0","0.2189","-0.9437","-0.2077","-1.8758","1.9542","9.7012","7.6583","295.3557","0","0","9:18:58 PM",295.3557,2025-05-29 21:18:58,21:18:58,0,0
"64","0","63.6058","0.0034","-0.1164","67.5983","0.0002","13.2483","67.0006","89.007","0.0341","0","0.2218","-0.9423","-0.2119","-1.8551","1.9789","9.6824","7.6818","295.0731","0","0","9:18:59 PM",295.0731,2025-05-29 21:18:59,21:18:59,0,0
"65","0","57.4286","0.0034","0.0305","67.6132","0.0002","13.1951","66.9934","88.9858","0.034","0","0.2209","-0.9421","-0.2152","-1.8808","1.9917","9.6814","7.6754","294.7905","0","0","9:19:01 PM",294.7905,2025-05-29 21:19:01,21:19:01,0,0
"66","0.0001","59.0596","0.0033","0.1765","68.1187","0.0003","13.0587","67.0069","88.4633","0.0343","0","0.2189","-0.9441","-0.205","-1.8844","1.9721","9.6896","7.6519","294.508","0","0","9:19:01 PM",294.508,2025-05-29 21:19:01,21:19:01,0,0
"67","0.0001","57.8658","0.0034","-0.061","68.1841","0.0003","13.0091","67.5184","87.982","0.0345","0","0.2183","-0.945","-0.1991","-1.9408","1.9688","9.6794","7.6415","294.2249","0","0","9:19:02 PM",294.2249,2025-05-29 21:19:02,21:19:02,0,0
"68","0","58.7028","0.0034","-0.0526","69.3234","0.0003","13.18","68.0019","88.0009","0.0344","0","0.221","-0.9433","-0.1991","-1.8973","2.0048","9.6849","7.6669","293.9455","0","0","9:19:03 PM",293.9455,2025-05-29 21:19:03,21:19:03,0,0
"69","-0.0001","66.2363","0.0035","-0.187","70.1762","0.0003","13.897","68.0019","88.0009","0.0341","0","0.2329","-0.9411","-0.2066","-1.6671","2.1312","9.6909","7.8234","293.6629","0","0","9:19:05 PM",293.6629,2025-05-29 21:19:05,21:19:05,0,0
"70","-0.0001","67.9337","0.0034","0.0245","71.2693","0.0005","9.778","68.0019","88.0009","0.0335","0.0001","0.1644","-0.9504","-0.2195","-2.3339","1.9537","9.5741","7.6938","293.3804","0","0","9:19:05 PM",293.3804,2025-05-29 21:19:05,21:19:05,0,0
"71","0","68.9788","0.0033","0.2685","72.5217","0.0012","7.4798","68.501","88.5011","0.0337","0","0.1262","-0.9615","-0.2004","-2.5579","1.8884","9.5484","7.5683","293.0978","0","0","9:19:06 PM",293.0978,2025-05-29 21:19:06,21:19:06,0,0
"72","0","62.385","0.0033","-0.2302","73.4802","0.0013","8.0166","69.4992","89.0092","0.034","0","0.1353","-0.961","-0.2105","-2.6905","1.9635","9.498","7.5264","292.8147","0","0","9:19:08 PM",292.8147,2025-05-29 21:19:08,21:19:08,0,0
"73","0","60.1531","0.0033","-0.0375","72.056","0.0012","8.4971","69.9879","89.0047","0.0336","0","0.1434","-0.9601","-0.2113","-2.6449","1.9344","9.5142","7.525","292.5358","0","0","9:19:09 PM",292.5358,2025-05-29 21:19:09,21:19:09,0,0
"74","0","57.8517","0.0033","0.092","71.5013","0.001","8.3008","70.4715","89.0003","0.0334","0","0.1401","-0.9602","-0.2091","-2.7042","1.9312","9.5016","7.526","292.2527","0","0","9:19:09 PM",292.2527,2025-05-29 21:19:09,21:19:09,0,0
"75","0.0001","59.587","0.0032","0.1183","71.6392","0.0007","7.9346","70.9965","89.0025","0.0339","0","0.1342","-0.9622","-0.2012","-2.6643","1.9795","9.4994","7.563","291.9702","0","0","9:19:10 PM",291.9702,2025-05-29 21:19:10,21:19:10,0,0
"76","0.0001","60.838","0.0032","-0.1669","70.7797","0.0005","8.2157","71.01","88.9992","0.0342","0","0.1388","-0.9609","-0.207","-2.7094","1.9719","9.5009","7.5119","291.6876","0","0","9:19:12 PM",291.6876,2025-05-29 21:19:12,21:19:12,0,0
"77","0","59.3994","0.0031","-0.0418","69.8271","0.0004","8.4946","71.0214","89.0036","0.0338","0","0.1431","-0.9584","-0.2133","-2.6928","1.9608","9.4957","7.5225","291.4045","0","0","9:19:12 PM",291.4045,2025-05-29 21:19:12,21:19:12,0,0
"78","0","59.4345","0.0031","0.0671","68.8979","0.0003","8.3811","71.0089","88.9936","0.0335","0","0.1414","-0.96","-0.2134","-2.6838","1.9493","9.5155","7.5474","291.1257","0","0","9:19:14 PM",291.1257,2025-05-29 21:19:14,21:19:14,0,0
"79","0.0001","61.3693","0.003","0.1254","69.295","0.0003","8.0648","71.0287","89.0025","0.034","0","0.1365","-0.9632","-0.2042","-2.6747","1.9552","9.4848","7.5768","290.8426","0","0","9:19:14 PM",290.8426,2025-05-29 21:19:14,21:19:14,0,0
"80","0","59.3541","0.003","-0.1609","68.8274","0.0003","8.122","70.5763","88.9791","0.0343","0","0.137","-0.9598","-0.2163","-2.7406","1.9999","9.4759","7.5664","290.56","0","0","9:19:15 PM",290.56,2025-05-29 21:19:15,21:19:15,0,0
"81","0","57.4614","0.003","-0.029","67.7813","0.0003","8.2891","70.0429","89.4292","0.0339","0","0.1398","-0.9597","-0.2189","-2.6696","1.9662","9.4948","7.573","290.2774","0","0","9:19:17 PM",290.2774,2025-05-29 21:19:17,21:19:17,0,0
"82","-0.0001","57.0067","0.003","0.0371","67.4135","0.0003","8.3462","69.5957","89.9874","0.0336","0","0.1408","-0.9596","-0.2147","-2.6695","1.9515","9.5075","7.5787","289.9943","0","0","9:19:17 PM",289.9943,2025-05-29 21:19:17,21:19:17,0,0
"83","0","57.715","0.0029","0.3002","67.8153","0.0003","8.0367","69.0313","90.0141","0.0339","0","0.1358","-0.9619","-0.202","-2.6557","1.9454","9.5018","7.5945","289.7155","0","0","9:19:18 PM",289.7155,2025-05-29 21:19:18,21:19:18,0,0
"84","0.0001","58.1503","0.0029","-0.2281","68.1796","0.0003","7.8696","69.0136","89.993","0.0345","0","0.1331","-0.9634","-0.2004","-2.6815","1.9378","9.4957","7.5844","289.4324","0","0","9:19:20 PM",289.4324,2025-05-29 21:19:20,21:19:20,0,0
"85","0","57.7339","0.003","-0.0603","66.9027","0.0003","8.0899","68.6048","90.0052","0.0341","0","0.1366","-0.9609","-0.2127","-2.7063","1.9401","9.4996","7.571","289.1498","0","0","9:19:20 PM",289.1498,2025-05-29 21:19:20,21:19:20,0,0
"86","-0.0001","57.276","0.0029","-0.0246","66.8377","0.0002","8.2573","68.0248","89.9919","0.0338","0","0.1394","-0.9607","-0.2137","-2.6584","1.9399","9.5132","7.5817","288.8673","0","0","9:19:21 PM",288.8673,2025-05-29 21:19:21,21:19:21,0,0
"87","0","56.8127","0.0029","0.1046","66.5854","0.0003","8.1806","67.9739","90.0108","0.0336","0","0.138","-0.9606","-0.212","-2.678","1.9397","9.5079","7.5876","288.5842","0","0","9:19:22 PM",288.5842,2025-05-29 21:19:22,21:19:22,0,0
"88","0.0001","57.9503","0.0029","0.1736","67.7421","0.0003","8.0074","68.0279","89.9662","0.0341","0","0.1355","-0.9633","-0.2011","-2.6395","1.9296","9.5157","7.6114","288.3053","0","0","9:19:24 PM",288.3053,2025-05-29 21:19:24,21:19:24,0,0
"89","0","58.4194","0.0029","-0.1973","66.6224","0.0002","8.0651","67.6367","90.3629","0.0344","0","0.1359","-0.9592","-0.2085","-2.7175","1.9263","9.4979","7.5866","288.0222","0","0","9:19:24 PM",288.0222,2025-05-29 21:19:24,21:19:24,0,0
"90","0","57.5248","0.0029","-0.0458","65.9321","0.0002","8.1109","67.0484","90.9522","0.034","0","0.1369","-0.9612","-0.2146","-2.683","1.9276","9.5021","7.5846","287.7397","0","0","9:19:25 PM",287.7397,2025-05-29 21:19:25,21:19:25,0,0
"91","-0.0001","57.1632","0.0029","-0.0021","65.5431","0.0002","8.1853","66.9913","91.0169","0.0338","0","0.1379","-0.9588","-0.2139","-2.6824","1.9316","9.5129","7.5896","287.4571","0","0","9:19:27 PM",287.4571,2025-05-29 21:19:27,21:19:27,0,0
"92","0","57.7552","0.0029","0.2849","65.9969","0.0002","8.0372","66.9975","90.999","0.034","0","0.1358","-0.9619","-0.2055","-2.6586","1.9347","9.5132","7.598","287.174","0","0","9:19:28 PM",287.174,2025-05-29 21:19:28,21:19:28,0,0
"93","0.0001","58.2447","0.0028","-0.2085","66.035","0.0002","7.9614","67.037","91.0124","0.0345","0","0.1345","-0.9614","-0.2042","-2.6803","1.935","9.5037","7.5957","286.8951","0","0","9:19:28 PM",286.8951,2025-05-29 21:19:28,21:19:28,0,0
"94","0","57.6234","0.0028","-0.0605","64.4152","0.0002","8.1373","66.6717","91.0035","0.0342","0","0.1373","-0.9602","-0.2135","-2.6956","1.9412","9.4916","7.5811","286.612","0","0","9:19:29 PM",286.612,2025-05-29 21:19:29,21:19:29,0,0
"95","-0.0001","57.2782","0.0028","-0.0292","63.5762","0.0002","8.2701","66.0699","91.0102","0.0339","0","0.1394","-0.959","-0.2144","-2.6759","1.9205","9.5165","7.5834","286.3295","0","0","9:19:31 PM",286.3295,2025-05-29 21:19:31,21:19:31,0,0
"96","-0.0001","57.1723","0.0028","0.0532","63.7822","0.0002","8.2665","65.9724","91.0024","0.0337","0","0.1394","-0.9598","-0.2131","-2.6838","1.9271","9.5074","7.5853","286.0469","0","0","9:19:31 PM",286.0469,2025-05-29 21:19:31,21:19:31,0,0
"97","0","57.3838","0.0028","0.1696","65.1605","0.0002","8.0858","66.0336","91.0024","0.034","0","0.137","-0.9643","-0.2047","-2.6608","1.9347","9.5116","7.6089","285.7638","0","0","9:19:33 PM",285.7638,2025-05-29 21:19:33,21:19:33,0,0
"98","0","58.2577","0.0029","-0.1579","65.9474","0.0001","8.0266","65.687","91.0024","0.0344","0","0.1356","-0.9618","-0.2068","-2.6975","1.9385","9.4968","7.5947","285.485","0","0","9:19:33 PM",285.485,2025-05-29 21:19:33,21:19:33,0,0
"99","0","57.1336","0.0029","-0.0433","65.8643","0.0001","8.2294","65.0645","91.0024","0.0341","0","0.1388","-0.9596","-0.2151","-2.6682","1.9268","9.5099","7.589","285.2019","0","0","9:19:34 PM",285.2019,2025-05-29 21:19:34,21:19:34,0,0
"100","-0.0001","56.9207","0.0029","-0.0257","65.5687","0.0001","8.4207","64.9825","91.0024","0.0339","0","0.1417","-0.9574","-0.2144","-2.6414","1.9286","9.5231","7.59","284.9193","0","0","9:19:36 PM",284.9193,2025-05-29 21:19:36,21:19:36,0,0
"101","0","57.3982","0.003","0.0029","65.9691","0.0001","8.3395","64.9638","91.0024","0.0338","0","0.1407","-0.9595","-0.2149","-2.685","1.9603","9.5054","7.5958","284.6367","0","0","9:19:36 PM",284.6367,2025-05-29 21:19:36,21:19:36,0,0
